iter	MultiClass
123	0.1496956866
124	0.148807606
125	0.1478679397
126	0.1471433413
127	0.1466958186
128	0.1459405278
129	0.1453529037
130	0.1448825756
131	0.143980835
132	0.1430228376
133	0.1426192748
134	0.1418028579
135	0.1408309813
136	0.1402280809
137	0.1395532757
138	0.1387580773
139	0.1377647267
140	0.1371920698
141	0.1358333244
142	0.1349644913
143	0.1340586977
144	0.1332366366
145	0.132911272
146	0.1320734381
147	0.1313094448
148	0.1306415215
149	0.1300131597
150	0.1293703379
151	0.1291767869
152	0.128739075
153	0.1283815208
154	0.128078334
155	0.1278492443
156	0.1270164407
157	0.1264888708
158	0.1258757709
159	0.125393401
160	0.1248931831
161	0.124362065
162	0.1237126625
163	0.1231213648
164	0.1227097874
165	0.1223112655
166	0.1217913018
167	0.1211232709
168	0.1207985836
169	0.1202367478
170	0.1198399046
171	0.118998429
172	0.1183065258
173	0.1177714006
174	0.1173082991
175	0.1169121359
176	0.1165092832
177	0.1160315327
178	0.1155474488
179	0.1149775635
180	0.1146490227
181	0.1142312078
182	0.1136198723
183	0.112855529
184	0.1125130272
185	0.1120120819
186	0.1114788016
187	0.1110497172
188	0.1107492506
189	0.1104808684
190	0.1102196226
191	0.1100561499
192	0.1095482127
193	0.1093459334
194	0.1090673388
195	0.1086384665
196	0.1079389841
197	0.1075080456
198	0.1067296549
199	0.106076389
200	0.1058151615
201	0.1052331108
202	0.1049140063
203	0.1043106049
204	0.1038846943
205	0.1033458926
206	0.1028961748
207	0.1024929194
208	0.1018830432
209	0.101565661
210	0.1011501508
211	0.1006636393
212	0.1002985404
213	0.0999926839
214	0.09970467219
215	0.09951896184
216	0.099150957
217	0.09890263465
218	0.09825752469
219	0.09796245697
220	0.09766261717
221	0.09733500249
222	0.09703943889
223	0.09667216343
224	0.09623442077
225	0.0959490191
226	0.09579476367
227	0.09567503594
228	0.0954597837
229	0.09514951547
230	0.09475962895
231	0.09442256382
232	0.09404418376
233	0.09377172828
234	0.09328236252
235	0.09295125288
236	0.09280777557
237	0.09268489457
238	0.09212127877
239	0.0918341334
240	0.09163070864
241	0.09129926409
242	0.09084555557
243	0.0905845487
244	0.09039903908
245	0.09025041475
246	0.08991246485
247	0.0895389415
248	0.08906886927
249	0.08865959232
250	0.08817762102
251	0.08790996453
252	0.08765172311
253	0.08729669312
254	0.08706595196
255	0.08678576738
256	0.08632817344
257	0.08586809101
258	0.08544633143
259	0.08507427706
260	0.08476390687
261	0.08455638766
262	0.08408676008
263	0.0837691883
264	0.08344053754
265	0.08312640803
266	0.08280849519
267	0.08258622765
268	0.08213578454
269	0.08184751086
270	0.08147033686
271	0.08114789808
272	0.08088505144
273	0.08048432446
274	0.08016779942
275	0.07994660498
276	0.07955569479
277	0.07942839337
278	0.07904764155
279	0.07877464301
280	0.07861787891
281	0.07855362003
282	0.07833616136
283	0.07808088519
284	0.07781258062
285	0.07748791535
286	0.07713754757
287	0.07664897896
288	0.0764350691
289	0.07617632543
290	0.0760066643
291	0.07570537855
292	0.07535114396
293	0.07514032644
294	0.07495862697
295	0.0746694495
296	0.0744107838
297	0.07420002637
298	0.07402872484
299	0.07374110807
300	0.07352702304
301	0.07307353583
302	0.07284748112
303	0.0726839726
304	0.0723430649
305	0.07208116827
306	0.07192073161
307	0.07167570623
308	0.0714832348
309	0.07132414503
310	0.0709784267
311	0.07078289581
312	0.07065723204
313	0.07039777409
314	0.07026345076
315	0.06996061009
316	0.06987519966
317	0.06965483158
318	0.06952074656
319	0.06922832256
320	0.06902065672
321	0.06880569475
322	0.06857334213
323	0.06843351635
324	0.0681284033
325	0.0679897402
326	0.06774461114
327	0.06752448659
328	0.06723745373
329	0.06701380801
330	0.06678794157
331	0.06658182794
332	0.06648190874
333	0.06633628971
334	0.0661408334	0335	0.0658526335	0336	0.0656491336	0337	0.0655311337	0338	0.0653266338	0339	0.0651802339	0340	0.0651105340	0341	0.0649203341	0342	0.0647614342	0343	0.0646094343	0344	0.0644205344	0345	0.0641955345	0346	0.0639598346	0347	0.06377643631
348	0.0636004348	0349	0.0634310349	0350	0.0632785350	0351	0.063208351	0.352	0.063155352	0.353	0.062893353	0.0612524556
354	0.06107056466
355	0.06091572537
356	0.06080431636
357	0.06062122117
358	0.06048646472
359	0.06035384602
360	0.06025256645
361	0.06010005336
362	0.05997392739
363	0.05979860464
364	0.05964442541
365	0.05953026501
366	0.05935462974
367	0.05925397263
368	0.05908656408
369	0.05883117832
370	0.05867693817
371	0.05851373382
372	0.05829068715
373	0.05816047432
374	0.05808048765
375	0.0579364724
376	0.05775418835
377	0.05767052764
378	0.05755313129
379	0.05739450221
380	0.05729786618
381	0.05712922328
382	0.05699493657
383	384	0.05819397384	385	0.05808475385	386	0.05793781386	387	0.05787429387	388	0.0577391388	0389	0.0576150389	0390	0.057442390	0391	0.0573207391	0392	0.0571709392	0393	0.0570719393	0394	0.0569739394	0395	0.0568745395	0396	0.056798396	0397	0.0566804397	0398	0.056555398	0.399	0.056397399	0.400	0.056267400	0.401	0.056062401	0.402	0.055873402	0403	0.055747403	0.404	0.055566404	0.405	0.055361405	0406	0.0552492406	0407	0.0551424407	0408	0.0550123408	0409	0.0548198409	0410	0.0546172410	0411	0.0545103411	0412	0.0543906412	0413	0.0542284413	0414	0.054077414	0.415	0.053909415	0.416	0.053758416	0.417	0.05360417	0.0418	0.05350418	0.0419	0.05332533308
420	0.05319165874
421	0.05305421	0.0422	0.05292422	0.0423	0.05272423	0.0424	0.05261424	0.0425	0.05246425	0.0426	0.05233426	0.0427	0.05224427	0.0428	0.05214428	0.05086274338
429	0.05070420135
430	0.0506481
431	0.05057717676
432	0.05042973102
433	0.0502811215
434	0.0501095792
435	0.04999469676
436	0.04985574754
437	0.04967447677
438	0.04956288294
439	0.04948786324
440	0.04933779311
441	0.04925375857
442	0.04907764062
443	0.04890845567
444	0.04875193653
445	0.04863205345
446	0.04842988777
447	0.04832443933
448	0.04816897768
449	0.04803194426
450	0.04793663082
451	0.0478286897
452	0.04776160406
453	0.04767026514
454	0.04755866841
455	0.04740727531
456	0.04721529411
457	0.0470536918
458	0.04687917681
459	0.04678709903
460	0.04664635566
461	0.04655059991
462	0.04644888153
463	0.04630095058
464	0.04619004842
465	0.04612716438
466	0.04598820649
467	0.04590176659
468	0.04572458926
469	0.04565931207
470	0.04560748059
471	0.04550490165
472	0.04540471527
473	0.0453098975
474	0.0451762474
475	0.04506446304
476	0.04496626613
477	0.04491477516
478	0.04480018556
479	0.04475775722
480	0.04464017363
481	0.04449633094
482	0.04440703648
483	0.04435103479
484	0.0442644485	0485	0.04416924588
486	0.0440973487	0487	0.04402161082
488	0.04391741691
489	0.04388385973
490	0.0437738491	0491	0.04367377602
492	0.04360274331
493	0.04350556139
494	0.04344786529
495	0.04337912657
496	0.04327486951
497	0.0431970775
498	0.04309650899
499	0.04300351941
500	0.04291118646
501	0.04283378749
502	0.04280994096
503	0.04273346782
504	0.04265395244
505	0.04259980885
506	0.04251547349
507	0.04241004384
508	0.04234742605
509	0.04224198828
510	0.0421254546
511	0.04208343682
512	0.04199080183
513	0.04196507147
514	0.04189535709
515	0.04179219892
516	0.0417543104
517	0.0416532664
518	0.04147583426
519	0.04137908468
520	0.04132454523
521	0.04127018731
522	0.04122927637
523	0.04117667639
524	0.04108703276
525	0.04105374415
526	0.04096660203
527	0.04084328423
528	0.04073981321
529	0.04064585508
530	0.04059788156
531	0.04053442254
532	0.04046335605
533	0.04038125496
534	0.04026752669
535	0.04020824638
536	0.04011896756
537	0.04004556904
538	0.03998124154
539	0.03992753156
540	0.03987968856
541	0.03982588607
542	0.03972215163
543	0.03966318679
544	0.03957799416
545	0.03948111239
546	0.03936105316
547	0.03928795376
548	0.03921869415
549	0.03911004073
550	0.03907055425
551	0.03900673323
552	0.03893301214
553	0.03886570987
554	0.0387757512
555	0.03869735584
556	0.03860359913
557	0.03853765893
558	0.03845454584
559	0.03832754074
560	0.03826354714
561	0.03812514682
562	0.03805048891
563	0.03796317075
564	0.03787731849
565	0.03781998201
566	0.03774912587
567	0.0377003317
568	0.03762065071
569	0.03753349906
570	0.03744582552
571	0.03740023708
572	0.03734683797
573	0.03728920946
574	0.03722962146
575	0.03718092972
576	0.03713948409
577	0.03704175313
578	0.03700019872
579	0.03695976986
580	0.03691306523
581	0.03684844326
582	0.03678653786
583	0.03671246359
584	0.03665675375
585	0.03658318468
586	0.03653433963
587	0.03646103955
588	0.03639003224
589	0.03634465734
590	0.03628907363
591	0.03622052117
592	0.03614218279
593	0.03605675803
594	0.03599229296
595	0.03595580971
596	0.03590994189
597	0.03579743701
598	0.03575278408
599	0.03569459201
600	0.03565131734
601	0.03560887797
602	0.03554818093
603	0.03547305134
604	0.03541125229
605	0.03534282373
606	0.0352477074
607	0.03521732275
608	0.03512732681
609	0.03507295929
610	0.03501441824
611	0.03497974646
612	0.03494431887
613	0.03488165086
614	0.03483255265
615	0.03476129373
616	0.03469762153
617	0.03463465757
618	0.03460035001
619	0.03453312311
620	0.03448431505
621	0.03440033365
622	0.03432669505
623	0.03428896132
624	0.03418888753
625	0.03415433126
626	0.03411027197
627	0.03403771813
628	0.03400658149
629	0.03392688338
630	0.03385689422
631	0.03378309415
632	0.03372232052
633	0.03364318849
634	0.03358036715
635	0.03350421278
636	0.03344372857
637	0.03336319042
638	0.03328876714
639	0.03324605324
640	0.03319456855
641	0.03316550329
642	0.0331062084
643	0.03304988833
644	0.03296718369
645	0.03291522529
646	0.03288843978
647	0.03281393562
648	0.0327411357
649	0.03267320819
650	0.03263032141
651	0.0325484255
652	0.03250903619
653	0.03247845864
654	0.03241702399
655	0.03238862789
656	0.03236093111
657	0.0323097868
658	0.03221239126
659	0.0321641776
660	0.03209632691
661	0.03205203284
662	0.03200414846
663	0.03194217159
664	0.03190387851
665	0.03183693024
666	0.03177491531
667	0.03170768405
668	0.03165394184
669	0.03162050746
670	0.03153607702
671	0.03146572304
672	0.03141620087
673	0.03135246659
674	0.03128140524
675	0.03125272908
676	0.0311987337
677	0.03116163019
678	0.03109921076
679	0.03105126088
680	0.03099661518
681	0.03095166393
682	0.03088412836
683	0.03083269152
684	0.03080025115
685	0.03074639706
686	0.03070124634
687	0.03063844422
688	0.03058792568
689	0.03056972956
690	0.0305392778
691	0.03049005848
692	0.03041892363
693	0.0303778435
694	0.03031515078
695	0.03028501085
696	0.03020943371
697	0.03013315387
698	0.03011379091
699	0.03006254459
700	0.02999824287
701	0.0299338192
702	0.0298771201
703	0.02982981742
704	0.02977164099
705	0.02972514799
706	0.02969016665
707	0.0296321485
708	0.02958152778
709	0.02953429452
710	0.02950564242
711	0.02946091425
712	0.02939985355
713	0.02934990358
714	0.02928516943
715	0.02924518094
716	0.02921135858
717	0.02918579227
718	0.02912916772
719	0.02910084281
720	0.02904515544
721	0.02902007287
722	0.0289889033
723	0.02893204942
724	0.02885819669
725	0.02882880962
726	0.02878932647
727	0.02874771672
728	0.02873465608
729	0.0286940898
730	0.02864175232
731	0.02858373976
732	0.02853885867
733	0.0284976028
734	0.02845223564
735	0.02840643924
736	0.02837296452
737	0.02833700595
738	0.02828015976
739	0.02825396765
740	0.02820761214
741	0.02818276609
742	0.02812527538
743	0.02810419277
744	0.02804980691
745	0.02800118089
746	0.02797360107
747	0.02791722655
748	0.02784151426
749	0.02779831018
750	0.02777718646
751	0.02771186727
752	0.02767736035
753	0.02764713817
754	0.02762021898
755	0.02759033754
756	0.02753775251
757	0.02750811153
758	0.02749307676
759	0.02745234296
760	0.02742462745
761	0.02738209247
762	0.02733812335
763	0.02728894951
764	0.02723218874
765	0.02718467673
766	0.02715021713
767	0.02709531106
768	0.02706007769
769	0.02700514859
770	0.02696665968
771	0.02691989334
772	0.02689226219
773	0.02685252355
774	0.02682222568
775	0.02679461533
776	0.02677150657
777	0.02673186778
778	0.02667463804
779	0.02664442995
780	0.02661240294
781	0.02657774367
782	0.02653965399
783	0.02649865688
784	0.02648270048
785	0.02642877968
786	0.02640624968
787	0.02636769766
788	0.02635119986
789	0.02632207924
790	0.02627363964
791	0.02625484233
792	0.02621979947
793	0.02613373128
794	0.02609264308
795	0.02607067095
796	0.02601540923
797	0.02597923476
798	0.02592236368
799	0.02589581066
800	0.02586378723
801	0.02581497763
802	0.02577929981
803	0.02575383602
804	0.02571887834
805	0.02568239559
806	0.0256446405
807	0.02559336096
808	0.02557861476
809	0.02554358324
810	0.02549718394
811	0.02543416115
812	0.02540994209
813	0.02537903641
814	0.02535457609
815	0.02532397714
816	0.02529541198
817	0.02527499665
818	0.02522032627
819	0.02518156823
820	0.02514415715
821	0.02510573074
822	0.02508176835
823	0.02505549741
824	0.02502433383
825	0.02499072446
826	0.02495210313
827	0.02493047709
828	0.02490677517
829	0.02485762576
830	0.02481939425
831	0.02480475314
832	0.02478522831
833	0.02473609731
834	0.02470364752
835	0.02467951092
836	0.02463400878
837	0.02458851049
838	0.02457596449
839	0.02454019026
840	0.02452282582
841	0.02449803382
842	0.02446747708
843	0.02444636601
844	0.02441008264
845	0.02439653072
846	0.02438087424
847	0.02431995999
848	0.02428320799
849	0.02426047118
850	0.0242376519
851	0.02419864406
852	0.02416139969
853	0.02412935078
854	0.02410288307
855	0.02407151594
856	0.02403654856
857	0.02400039406
858	0.0239326913
859	0.02391288643
860	0.02386132981
861	0.0238326072
862	0.02378936503
863	0.02374826993
864	0.02372060718
865	0.02367996803
866	0.02365445824
867	0.02362664784
868	0.02360265554
869	0.02358147431
870	0.02355292228
871	0.02352198906
872	0.0234949901
873	0.02346926727
874	0.02341693346
875	0.02338423864
876	0.02336217742
877	0.02332951781
878	0.02331795185
879	0.02329518728
880	0.02323789775
881	0.02322216092
882	0.02321098169
883	0.02315704225
884	0.02313399868
885	0.02310037063
886	0.02307951335
887	0.02303665186
888	0.02301015777
889	0.02300311487
890	0.02297541559
891	0.02293648362
892	0.02290671263
893	0.02288937321
894	0.02286060223
895	0.02283180666
896	0.0227997313
897	0.0227777865
898	0.02274629823
899	0.02269866627
900	0.02266842156
901	0.02264141921
902	0.02260313884
903	0.02259073299
904	0.02257205808
905	0.02254157235
906	0.02252409817
907	0.0224925344
908	0.02247520328
909	0.02244921412
910	0.02244053052
911	0.02240861769
912	0.02238237228
913	0.02234880757
914	0.02233004929
915	0.02229229275
916	0.02224849076
917	0.02221702652
918	0.02220569792
919	0.02216925473
920	0.02214854716
921	0.02211603273
922	0.02208156863
923	0.02205229711
924	0.02204066193
925	0.02201399259
926	0.02197753898
927	0.02196637842
928	0.02191825191
929	0.0218858064
930	0.02187539303
931	0.02183566946
932	0.02181458996
933	0.02179241635
934	0.02176683203
935	0.02173700667
936	0.02170455375
937	0.02167996119
938	0.0216596794
939	0.02162405071
940	0.02160187194
941	0.02158205607
942	0.02156555166
943	0.02153717276
944	0.0214912371
945	0.02145689703
946	0.02142665387
947	0.02139857486
948	0.02137834166
949	0.02136212672
950	0.02131312145
951	0.02129720533
952	0.02127268493
953	0.02124050625
954	0.02122278341
955	0.021191813
956	0.02116669867
957	0.02114571493
958	0.02111220798
959	0.02110090888
960	0.02108269833
961	0.02105602443
962	0.02102103504
963	0.02099157528
964	0.02096826758
965	0.02095592854
966	0.02093081769
967	0.02090962436
968	0.0208880946
969	0.02087662616
970	0.0208648399
971	0.02085803654
972	0.02082946752
973	0.02080377899
974	0.02077289075
975	0.02074858308
976	0.02072460043
977	0.02070828001
978	0.02067955617
979	0.02065081178
980	0.02061846381
981	0.02057782562
982	0.0205647721
983	0.02053321894
984	0.02050985244
985	0.02048207342
986	0.02046099321
987	0.02043258188
988	0.02042153844
989	0.0203993836
990	0.02037941606
991	0.02036592971
992	0.02034564914
993	0.02032584261
994	0.02029259834
995	0.02026989384
996	0.02025937278
997	0.0202401209
998	0.0202198756
999	0.02018967197
