iter	MultiClass
271	0.1548369443
272	0.1544745987
273	0.154126023
274	0.1537816732
275	0.1532251665
276	0.1528108396
277	0.1521785362
278	0.1517623486
279	0.151258897
280	0.1508139966
281	0.1502258221
282	0.1499073993
283	0.1493027202
284	0.1489241741
285	0.1486522856
286	0.1483074223
287	0.1479717029
288	0.1476589098
289	0.147289509
290	0.1469172804
291	0.1466883082
292	0.146302731
293	0.1459987092
294	0.1456660742
295	0.1451428132
296	0.1446777858
297	0.1443561268
298	0.1439801418
299	0.143569497
300	0.1431232172
301	0.1427478696
302	0.1423409175
303	0.1419743644
304	0.1415686597
305	0.1411771897
306	0.1408140025
307	0.1404281791
308	0.1399999411
309	0.139631279
310	0.139289272
311	0.1388928089
312	0.1384954467
313	0.1382232485
314	0.1379229836
315	0.1376086275
316	0.1371863668
317	0.1368568279
318	0.1362848754
319	0.1360588065
320	0.1357238802
321	0.1351796943
322	0.1348153768
323	0.1344670622
324	0.134087351
325	0.1336740984
326	0.1333622356
327	0.1330129778
328	0.1328534359
329	0.1327099098
330	0.1323223877
331	0.1320199119
332	0.1317165687
333	0.1313770434
334	0.1310672944
335	0.1305243105
336	0.1301696255
337	0.1298879425
338	0.1295981919
339	0.1292615745
340	0.1290404001
341	0.1286546741
342	0.1282798291
343	0.1280274474
344	0.1276883937
345	0.1275416216
346	0.1272131143
347	0.126943651
348	0.1265216784
349	0.1260265645
350	0.1257847909
351	0.1255439724
352	0.125386412
353	0.1250626874
354	0.1248231638
355	0.1244283391
356	0.1241283184
357	0.123804239
358	0.1235658742
359	0.1233250618
360	0.1231138982
361	0.1228978269
362	0.122543436
363	0.1222689549
364	0.1218929707
365	0.1216400029
366	0.1212289886
367	0.1210422056
368	0.1208229912
369	0.1205428052
370	0.1203129916
371	0.120059033
372	0.1198487523
373	0.1195211363
374	0.11936267
375	0.1190096193
376	0.1187236246
377	0.1185481255
378	0.1182761293
379	0.1180756839
380	0.1178603778
381	0.117584983
382	0.1172136994
383	0.1169792252
384	0.1167395866
385	0.1165513124
386	0.1162411258
387	0.1159375361
388	0.1157564195
389	0.1155963429
390	0.1153543027
391	0.1151506839
392	0.1149049926
393	0.1146572969
394	0.1144987319
395	0.1142014987
396	0.1140373519
397	0.1138165262
398	0.1135648023
399	0.1133389901
400	0.1130740494
401	0.1127395127
402	0.1125234036
403	0.1122792895
404	0.1119725218
405	0.1117307416
406	0.1114887594
407	0.1112924975
408	0.1110315044
409	0.1108474008
410	0.1106787597
411	0.1104687682
412	0.1103068411
413	0.1100629229
414	0.1098758134
415	0.1096413279
416	0.1094588944
417	0.1092752871
418	0.1089228298
419	0.1086084967
420	0.1084095705
421	0.1082406068
422	0.1080093368
423	0.1078566473
424	0.1076419334
425	0.1074725202
426	0.1072672777
427	0.1071023841
428	0.1068280797
429	0.1066371777
430	0.1063955017
431	0.1061749681
432	0.1058717369
433	0.1056002657
434	0.1053600204
435	0.1050257759
436	0.1048318292
437	0.1045792536
438	0.1044599089
439	0.1041535013
440	0.1038640103
441	0.1037067098
442	0.1034382016
443	0.1033092506
444	0.1031395364
445	0.102935932
446	0.1027836167
447	0.1026244305
448	0.1023786086
449	0.102193429
450	0.1020034461
451	0.101815456
452	0.1016980029
453	0.101474685
454	0.1012524327
455	0.1010593202
456	0.1008619405
457	0.1007310729
458	0.1004775503
459	0.1002275567
460	0.1001091955
461	0.09994265535
462	0.09978720207
463	0.09956940509
464	0.09937163128
465	0.09916864312
466	0.09900347397
467	0.09881415489
468	0.09858878015
469	0.09847068675
470	0.09823390284
471	0.09799040146
472	0.09779988284
473	0.09759851594
474	0.09744641884
475	0.09731460914
476	0.09718044307
477	0.09703542579
478	0.09680324337
479	0.09660016018
480	0.09642911136
481	0.09614273865
482	0.09591637227
483	0.09571871075
484	0.09552467068
485	0.09535232157
486	0.09515374037
487	0.09499102622
488	0.09472962464
489	0.09455681033
490	0.09437347831
491	0.0941838909
492	0.0940133449
493	0.09386104556
494	0.09368601834
495	0.09345759617
496	0.09325466284
497	0.09302714928
498	0.09277242359
499	0.09267834757
500	0.09249478432
501	0.09226054055
502	0.09208695373
503	0.09196606902
504	0.09178117133
505	0.09164218074
506	0.09151270265
507	0.09138130685
508	0.09122241012
509	0.09101221335
510	0.09087460077
511	0.09063889702
512	0.09043132992
513	0.09022104616
514	0.09003853183
515	0.0898965813
516	0.08975815803
517	0.08957100184
518	0.08934933267
519	0.0891608525
520	0.08902475852
521	0.08886714089
522	0.08860340161
523	0.08843680805
524	0.08820937406
525	0.08803924094
526	0.08788668256
527	0.08771474646
528	0.08753235874
529	0.08727324391
530	0.08708224542
531	0.08700842933
532	0.08688714314
533	0.08671076741
534	0.0866250471
535	0.08649926465
536	0.08634088079
537	0.08615325111
538	0.08605295919
539	0.08588725366
540	0.08577125109
541	0.08562529886
542	0.0854184386
543	0.08528198266
544	0.08509157543
545	0.08492196783
546	0.0847801721
547	0.08449230534
548	0.08433411842
549	0.0841875481
550	0.08396859977
551	0.08386263612
552	0.08371408327
553	0.08360142565
554	0.08348112995
555	0.08319729427
556	0.08302824422
557	0.08287712688
558	0.0827185259
559	0.08263354006
560	0.0824228083
561	0.08228822047
562	0.08216702981
563	0.08195233067
564	0.08184575489
565	0.08164419102
566	0.08151461998
567	0.08131872791
568	0.08118470764
569	0.08109618142
570	0.08102225119
571	0.08090941907
572	0.08075053746
573	0.08051149516
574	0.08031073305
575	0.08019012438
576	0.08002956524
577	0.07992466859
578	0.07979725468
579	0.07963542335
580	0.07947521205
581	0.07928093559
582	0.07912833279
583	0.07900964227
584	0.07885919298
585	0.07871251671
586	0.07854872038
587	0.07841267555
588	0.07835224685
589	0.07823059874
590	0.07813813386
591	0.07804567169
592	0.07792744106
593	0.07779171206
594	0.07773440659
595	0.07761462527
596	0.07745424475
597	0.07738763846
598	0.0772051231
599	0.07700020261
600	0.07693046067
601	0.07680852373
602	0.07662746542
603	0.07647997265
604	0.07634518739
605	0.07623101032
606	0.07605767539
607	0.07596013526
608	0.07580596303
609	0.07563632552
610	0.0755408361
611	0.07542985216
612	0.07522194168
613	0.07505862439
614	0.07492172097
615	0.07479065449
616	0.07469457723
617	0.07451752106
618	0.07438431414
619	0.07423815817
620	0.07407097288
621	0.07390500291
622	0.07378441013
623	0.07363991603
624	0.07353506326
625	0.07340432552
626	0.07327591757
627	0.07321017845
628	0.07311514639
629	0.07302892581
630	0.07294650985
631	0.07281581787
632	0.07264143543
633	0.07255818139
634	0.07245402736
635	0.0723509575
636	0.0722330903
637	0.072136905
638	0.07205021516
639	0.07193000439
640	0.07177306883
641	0.07168581705
642	0.0715649794
643	0.071468182
644	0.07139371527
645	0.07132884392
646	0.07121800308
647	0.07111021224
648	0.0710108425
649	0.07089100204
650	0.07081141971
651	0.07069732772
652	0.07054040368
653	0.07045962044
654	0.07034390024
655	0.0702446327
656	0.0701797614
657	0.07000966073
658	0.06994434799
659	0.06987121186
660	0.06976227226
661	0.06971430944
662	0.06963956909
663	0.06949971753
664	0.06931840971
665	0.06918628862
666	0.06906837879
667	0.06900087574
668	0.06886853477
669	0.06881024651
670	0.06865006405
671	0.06857959734
672	0.06847513778
673	0.06838079884
674	0.06828482898
675	0.06819020765
676	0.06806178737
677	0.067930778
678	0.06781137686
679	0.06772543595
680	0.06766451502
681	0.06756224322
682	0.06743983484
683	0.06731699595
684	0.06715991756
685	0.06706777677
686	0.06692721684
687	0.06684262654
688	0.06674377787
689	0.06663522377
690	0.06656908622
691	0.06645859379
692	0.06635565211
693	0.06627197963
694	0.06616468401
695	0.0660495447
696	0.06595655409
697	0.06588319287
698	0.06579510573
699	0.06565200876
700	0.06557451458
701	0.06549515944
702	0.06541426805
703	0.06532675419
704	0.06518599397
705	0.0650826935
706	0.06496377416
707	0.06485602182
708	0.06476031601
709	0.06466741107
710	0.06456010807
711	0.06447194074
712	0.0643676051
713	0.06425811415
714	0.064177616
715	0.06408972859
716	0.06399948297
717	0.06390401681
718	0.06384570355
719	0.06377494535
720	0.06369179288
721	0.0636015567
722	0.06346713251
723	0.0633744967
724	0.06327283068
725	0.06318442259
726	0.06311169637
727	0.06305451228
728	0.06299775129
729	0.06286885143
730	0.06281250464
731	0.06273748273
732	0.06262469546
733	0.06253631881
734	0.06243350741
735	0.0623458463
736	0.06222510696
737	0.06214645918
738	0.06204474292
739	0.06189972804
740	0.06180594324
741	0.06175970533
742	0.06166966043
743	0.0615979048
744	0.06153134988
745	0.06145661699
746	0.0613891546
747	0.06132780318
748	0.06126115756
749	0.06116649979
750	0.06105535291
751	0.06098785164
752	0.06091740473
753	0.06084094685
754	0.06076583597
755	0.06070263938
756	0.06055956524
757	0.06050717033
758	0.06040466914
759	0.06035474377
760	0.06026685065
761	0.06017275959
762	0.06011184249
763	0.06002930998
764	0.05995343682
765	0.05984732865
766	0.0597706233
767	0.05969521962
768	0.05958775267
769	0.05951397607
770	0.05940747878
771	0.05932564456
772	0.05925885854
773	0.05916380402
774	0.05908553745
775	0.05898673001
776	0.05891647091
777	0.0588088881
778	0.05866881891
779	0.05858833375
780	0.05852029659
781	0.05845636914
782	0.05838938028
783	0.05829492468
784	0.05823771722
785	0.05816013567
786	0.05808157928
787	0.05800403783
788	0.05794161674
789	0.0578384793
790	0.05776848652
791	0.05770093484
792	0.05763651288
793	0.05756534125
794	0.05747197613
795	0.05739608342
796	0.05730511553
797	0.05724442539
798	0.0571566917
799	0.05703737924
800	0.05696511497
801	0.05689805463
802	0.05681222856
803	0.0567471603
804	0.05666980078
805	0.05654629024
806	0.05647498929
807	0.05636388529
808	0.05629028548
809	0.05619811849
810	0.05614454443
811	0.05605114508
812	0.05598895533
813	0.05589546285
814	0.05580793507
815	0.05572772697
816	0.05564418845
817	0.05560010195
818	0.05551977943
819	0.05546302189
820	0.05540169756
821	0.05531871921
822	0.05526638244
823	0.05521136919
824	0.05514630732
825	0.05505574067
826	0.05499656148
827	0.05489806724
828	0.05480707914
829	0.05472213418
830	0.05463687003
831	0.05457917235
832	0.05452707292
833	0.0544201041
834	0.05433529892
835	0.05428401389
836	0.05418352346
837	0.05409399268
838	0.0539867059
839	0.05389305116
840	0.05380912999
841	0.05370508789
842	0.05364898904
843	0.05357324087
844	0.0535168338
845	0.05343057396
846	0.05339609309
847	0.05332499487
848	0.05325858745
849	0.05317450806
850	0.05310599225
851	0.05305837862
852	0.05300200047
853	0.05296148986
854	0.05284001191
855	0.05279446591
856	0.05270919657
857	0.05265260995
858	0.05255755696
859	0.0524879864
860	0.05243058513
861	0.05234160495
862	0.05227758712
863	0.05220250941
864	0.05216558653
865	0.05208321309
866	0.05201915876
867	0.0519478207
868	0.05189595856
869	0.05183574717
870	0.05175746535
871	0.05166524371
872	0.0515770442
873	0.05150656095
874	0.05144782429
875	0.05138041167
876	0.05131616478
877	0.0512727907
878	0.05120132468
879	0.05114260611
880	0.0510846043
881	0.05101607596
882	0.05095012207
883	0.05091027999
884	0.05084480506
885	0.05077608251
886	0.05070483653
887	0.0506216817
888	0.05054865129
889	0.05047110895
890	0.05041010137
891	0.0503263299
892	0.05028273819
893	0.05020611232
894	0.05012676324
895	0.05006539707
896	0.05001920641
897	0.04992901588
898	0.0498444727
899	0.04978365562
900	0.04970548698
901	0.04966467033
902	0.04962231258
903	0.04954853043
904	0.04949654971
905	0.04942414468
906	0.04935472216
907	0.04926247575
908	0.04920789854
909	0.04914917652
910	0.04909131014
911	0.04899904418
912	0.04891906438
913	0.04884077778
914	0.04878407748
915	0.04873179894
916	0.04869550086
917	0.04863339533
918	0.04857956678
919	0.04851218873
920	0.04845968077
921	0.04839352928
922	0.04830725125
923	0.04827486763
924	0.04820541278
925	0.04812094586
926	0.04805893308
927	0.04800154521
928	0.04793012821
929	0.04787754671
930	0.0478072417
931	0.04774566941
932	0.04769066519
933	0.0476088716
934	0.04754329824
935	0.04749417191
936	0.04745454671
937	0.0474052767
938	0.04733454559
939	0.0472944034
940	0.04725038593
941	0.04719316397
942	0.04712589331
943	0.04707229144
944	0.04703127523
945	0.04695144132
946	0.04688598839
947	0.04683301055
948	0.04679240656
949	0.04673207566
950	0.04668073069
951	0.04662346668
952	0.04657119417
953	0.0465163608
954	0.0464468344
955	0.04638851829
956	0.04635757924
957	0.04629217964
958	0.04623045383
959	0.04618514288
960	0.04612743363
961	0.04608119068
962	0.04602536615
963	0.04597613823
964	0.04590633347
965	0.045828357
966	0.04577573705
967	0.04574016116
968	0.04569370333
969	0.04564447356
970	0.04559870681
971	0.04553884597
972	0.04550062389
973	0.04545212202
974	0.04539505522
975	0.04533201892
976	0.04527106264
977	0.04522129289
978	0.04516620327
979	0.04512270761
980	0.04506260748
981	0.04500672277
982	0.04497659427
983	0.04493473483
984	0.04488938569
985	0.04483762688
986	0.04478858794
987	0.04474637344
988	0.04469000298
989	0.04464740023
990	0.04460120829
991	0.04451856431
992	0.04448515502
993	0.04443959302
994	0.04438065002
995	0.04433305219
996	0.04428068494
997	0.04422927797
998	0.04417432622
999	0.04413612487
543
999	0.04281927031
